"PhotoID","FileName","FileFormat","MediaType","Description","UploadDateTime","CreatedDateTime","URL","Tags"
"17124238308","Opening Day 1903, Oakland Commuters leaving the Statehouse Hotel for their first PCL game against Sacramento.","jpg","photo","Repository: California Historical Society

Collection: Dick Dobbins Collection on the Pacific Coast League 1866-1999, bulk 1902-1999.

Date: 1903

Call Number: MSP 4031

Digital object ID: MSP 4031.019

Preferred Citation: Opening Day 1903, Oakland Commuters leaving the Statehouse Hotel for their first PCL game against Sacramento, Dick Dobbins Collection on the Pacific Coast League, courtesy, California Historical Society, MSP 4031.019
 

Online finding aid: <a href=""http://www.oac.cdlib.org/findaid/ark:/13030/kt7c6037n5"" rel=""nofollow"">www.oac.cdlib.org/findaid/ark:/13030/kt7c6037n5</a>
","2015-04-29 07:41:01","2015-03-30 09:48:58","https://www.flickr.com/photos/chs_commons/17124238308/","openingday","oaklandcommuters","pcl","statehousehotel","monochrome","blackandwhite","1903","pacificcoastleague"
"17125734669","Opening of Base Ball Season 1912, Recreation Park, San Francisco, Cal. April 2 1912, Seals vs Oaks","jpg","photo","Repository: California Historical Society

Collection: Dick Dobbins Collection on the Pacific Coast League 1866-1999, bulk 1902-1999.

Date: 1912

Call Number: MSP 4031

Digital object ID: MSP 4031.020

Preferred Citation: Opening of Base Ball Season 1912, Recreation Park, San Francisco, Cal. April 2 1912, Seals vs Oaks, courtesy, California Historical Society, MS 4031.020

Online finding aid: <a href=""http://www.oac.cdlib.org/findaid/ark:/13030/kt7c6037n5"" rel=""nofollow"">www.oac.cdlib.org/findaid/ark:/13030/kt7c6037n5</a>","2015-04-29 07:34:48","2015-04-10 08:34:05","https://www.flickr.com/photos/chs_commons/17125734669/"
"17151143201","[Two women atop Jeffrey Pine on Sentinel Dome]","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date:  Undated

Digital object ID:  CHS2013.1460.jpg

Preferred citation:  [Two women atop Jeffrey Pine on Sentinel Dome], courtesy, California Historical Society,  CHS2013.1460.jpg.","2015-04-14 17:14:50","2014-01-09 14:43:57","https://www.flickr.com/photos/chs_commons/17151143201/","two","women","atop","jeffreypine","sentineldome","yosemite","tree"
"16965254469","[Group of men sitting atop Overhanging Rock, Glacier Point, Yosemite]","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date:  Undated

Digital object ID:  CHS2014.1510.jpg

Preferred citation:  [Group of men sitting atop Overhanging Rock, Glacier Point, Yosemite], courtesy, California Historical Society,  CHS2014.1510.jpg.","2015-04-14 16:29:57","2015-04-14 13:47:21","https://www.flickr.com/photos/chs_commons/16965254469/"
"17149736522","A few of Camp Curry's 600 tents, Yosemite Valley, California","jpg","photo","Repository:  California Historical Society

Date:  ca. 1903-1904

Publisher:  Detroit Publishing Company

Format:  Postcard

Digital object ID:  CHS2013.1341.jpg

Preferred citation:  A few of Camp Curry's 600 tents, Yosemite Valley, California, courtesy, California Historical Society,  CHS2013.1341.jpg.


","2015-04-14 16:13:24","2015-04-14 13:44:26","https://www.flickr.com/photos/chs_commons/17149736522/","detroitpublishingco","camp","currys","600","tents","yosemitevalley","california","ca190304"
"16963732370","[John Muir and Theodore Roosevelt on horseback, Yosemite Valley]","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date:  1903

Digital object ID:  CHS2013.1337.jpg

Preferred citation:  [John Muir and Theodore Roosevelt on horseback, Yosemite Valley], courtesy, California Historical Society,  CHS2013.1337.jpg.

","2015-04-14 16:07:02","2015-04-14 13:39:03","https://www.flickr.com/photos/chs_commons/16963732370/","theodore","roosevelt","john","muir","yosemitevalley","may15","1903","yosemite","theodoreroosevelt","johnmuir","horseback","mountain","nature"
"16530984933","Yosemite Road Guide, 1923","jpg","photo","Repository:  California Historical Society

Collection:  California Ephemera Collection

Date:  1923

Publisher:  Parker Map Company, Los Angeles

Digital object ID:  CHS2013.1345.jpg

Preferred citation:  Yosemite Road Guide, 1923, California Ephemera Collection, courtesy, California Historical Society,   CHS2013.1345.jpg.

Online finding aid:  <a href=""http://oac.cdlib.org/findaid/ark:/13030/kt1v19r8pg/"" rel=""nofollow"">oac.cdlib.org/findaid/ark:/13030/kt1v19r8pg/</a>
","2015-04-14 15:48:56","2015-04-14 13:45:54","https://www.flickr.com/photos/chs_commons/16530984933/","yosemite","guide","1923"
"17125131846","[Horse-drawn carriage on trail in Yosemite Valley]","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date:  Undated

Digital object ID:  CHS2013.1338.jpg

Preferred citation:  [Horse-drawn carriage on trail in Yosemite Valley], courtesy, California Historical Society, CHS2013.1338.jpg. ","2015-04-14 15:37:39","2015-04-14 13:42:35","https://www.flickr.com/photos/chs_commons/17125131846/","yosemite","valley","horsedrawn","carriage"
"16469975194","Cloud's Rest from the Lower Bridge","jpg","photo","Repository:  California Historical Society

Photographer:  George Fiske

Date:  c. 1880s

Digital object ID:  CHS2014.1603.jpg

Preferred citation:  Cloud's Rest from the Lower Bridge, by George Fiske, courtesy, California Historical Society, CHS201`4.1603.jpg.","2015-04-09 14:45:39","2015-04-02 14:57:05","https://www.flickr.com/photos/chs_commons/16469975194/","yosemite","cloudsrest","nature"
"17091687671","U. S. Cavalry and Fallen Monarch, Mariposa Big Tree Grove, California","jpg","photo","Repository:  California Historical Society

Date:  Undated

Publisher:  Edw. H. Mitchell, San Francisco

Format:  Postcard

Digital object ID:  CHS2014.1567.jpg

Preferred citation:  U. S. Cavalry and Fallen Monarch, Mariposa Big Tree Grove, California, courtesy, California Historical Society, CHS2014.1567.jpg.","2015-04-09 14:40:46","2015-04-02 14:46:38","https://www.flickr.com/photos/chs_commons/17091687671/","yosemite","uscalvary","calvary","mariposabigtreegrove","california"
"16904559278","Troop C, 1st Cavalry, Camp Yosemite","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date:  1912

Digital object ID:  CHS2014.1543.jpg

Preferred citation:  Troop C, 1st Cavalry, Camp Yosemite, courtesy, California Historical Society, CHS2014.1543.jpg.","2015-04-09 14:34:38","2015-04-02 14:43:08","https://www.flickr.com/photos/chs_commons/16904559278/"
"17066308046","B Troop, 1st Cavalry, Yosemite Valley, California","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date: 1912

Digital object ID:  CHS2014.1543.jpg

Preferred citation:  B Troop, 1st Cavalry, Yosemite Valley, California, courtesy, California Historical Society, CHS2014.1543.jpg.","2015-04-09 14:24:32","2015-04-02 14:41:07","https://www.flickr.com/photos/chs_commons/17066308046/"
"16469765844","[Man standing on Overhanging Rock, Glacier Point]","jpg","photo","Repository:  California Historical Society

Photographer:  Unknown

Date:  Unknown

Digital object ID:  CHS2014.1518. jpg

Preferred citation:  [Man standing on Overhanging Rock, Glacier Point], courtesy, California Historical Society, CHS2014.1518.jpg.","2015-04-09 14:17:24","2015-04-02 14:37:08","https://www.flickr.com/photos/chs_commons/16469765844/"
"16904621470","[Three Brothers in Winter]","jpg","photo","Repository:  California Historical Society

Photographer:  George Fiske

Date:  Undated

Digital object ID:  CHS2014.1604.jpg

Preferred citation:  [Three Brothers in Winter] by George Fiske, courtesy, California Historical Society, CHS2014.1604.jpg.","2015-04-09 14:13:16","2015-04-02 14:58:26","https://www.flickr.com/photos/chs_commons/16904621470/","yosemite","winter","threebrothers","georgefisk"
"16884736057","[Yosemite Valley in Winter]","jpg","photo","Repository:  California Historical Society

Photographer:  George Fiske

Date:  Undated

Digital object ID:  CHS2014.1605.jpg

Preferred citation:  [Yosemite Valley in Winter] by George Fiske, courtesy, California Historical Society, CHS2014.1605.jpg.","2015-04-09 14:09:58","2015-04-02 14:59:43","https://www.flickr.com/photos/chs_commons/16884736057/","yosemite","yosemitevalley","winter"
"16884622517","Bridal Veil Fall, 900 ft.","jpg","photo","Repository:  California Historical Society

Photographer:  George Fiske

Date:  1884

Digital object ID:  CHS2014.1602.jpg

Preferred citation:  Bridal Veil Fall, 900 ft., by George Fiske, courtesy, California Historical Society, CHS2014.1602.jpg.
 ","2015-04-09 13:53:31","2015-04-02 14:55:26","https://www.flickr.com/photos/chs_commons/16884622517/"
"16884534727","Wawona Hotel, Wawona, Mariposa Co., Cal.","jpg","photo","Repository:  California Historical Society

Photographer:  George Fiske

Date:  Undated

Format:  Boudoir card

Digital object ID:  CHS2014.1574.jpg

Preferred citation:  Wawona Hotel, Wawona, Mariposa Co., Cal., by George Fiske, courtesy, California Historical Society, CHS2014.1574. jpg.","2015-04-09 13:42:58","2015-04-02 14:54:02","https://www.flickr.com/photos/chs_commons/16884534727/"
